ID,Title,Description,genre,aired,episodes,members,popularity,ranked,score,img_url,link
48,.hack//Sign,"A young wavemaster, only known by the alias of Tsukasa, wakes up in an MMORPG called The World, with slight amnesia. He does not know what he has previously done before he woke up. In The World, the Crimson Knights suspects him of being a hacker, as he was seen accompanying a tweaked character in the form of a cat. Unable to log out from the game, he wanders around looking for answers, avoiding the knights and other players he meets along the way. 
 
As Tsukasa explores The World, he stumbles upon a magical item that takes the form of a ""guardian,"" which promises him protection from all harm. Subaru, the leader of the Crimson Knights, along with several other players who became acquainted with Tsukasa, set out to investigate why Tsukasa is unable to log out, and attempt to get to the bottom of the problem before it gets out of hand. 
 
[Written by MAL Rewrite]","['Game', 'Sci-Fi', 'Adventure', 'Mystery', 'Magic', 'Fantasy']","Apr 4, 2002 to Sep 26, 2002",26,143801,771,3532,7.06,https://cdn.myanimelist.net/images/anime/1443/94665.jpg,https://myanimelist.net/anime/48/hack__Sign
49,Aa! Megami-sama!,"When college student Keiichi Morisato dials the wrong number while ordering for some food at his dormitory, he accidentally gets connected to the Goddess Hotline and a beautiful goddess named Belldandy appears out of a mirror in front of him. After getting kicked out of the dorm, Keiichi and Belldandy move to an old shrine and soon afterwards, Belldandy's sisters Urd and Skuld move in. ","['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']","Feb 21, 1993 to May 17, 1994",5,42891,2083,2263,7.36,https://cdn.myanimelist.net/images/anime/11/71215.jpg,https://myanimelist.net/anime/49/Aa_Megami-sama
50,Aa! Megami-sama! (TV),"In a world where humans can have their wish granted via the Goddess Help Hotline, a human, Keiichi Morisato, summons the Goddess Belldandy by accident and jokes that she should stay with him forever. Unfortunately for him, his ""wish"" is granted. 
 
Suddenly, Keiichi is now living with this gorgeous woman all alone, causing him to be kicked out of the all-male dormitory he was staying in. But soon, after they find lodging in a Buddhist temple, Keiichi and Belldandy's relationship begins to blossom. Although they are both awkward and rather uncomfortable with one another at first, what awaits these two strangers could turn out to be an unexpected romance. 
 
[Written by MAL Rewrite]","['Comedy', 'Supernatural', 'Magic', 'Romance', 'Seinen']","Jan 7, 2005 to Jul 8, 2005",24,124216,902,2089,7.4,https://cdn.myanimelist.net/images/anime/2/17841.jpg,https://myanimelist.net/anime/50/Aa_Megami-sama_TV
51,Tenshi Kinryouku,"Setsuna Mudo is a 16-year-old high school student just trying to get by without running afoul of his bullying seniors. It doesn't help that he's in love with his younger sister, Sara, who only sees him once a month. But there's more to his life than just keeping his head down. 
 
Setsuna is ambushed by mysterious beings, angels, and demons, all professing to know his true destiny. The angels say he is the reincarnation of their leader Alexiel, while the demons claim he led them to war against God himself. 
 
As Setsuna struggles with his identity in such strange times, the eternal conflict between Heaven and Hell threatens to reignite. Will he be prepared when it does?","['Action', 'Drama', 'Romance', 'Shoujo', 'Supernatural']","May 25, 2000 to Aug 25, 2000",3,41768,2120,6677,6.38,https://cdn.myanimelist.net/images/anime/11/45208.jpg,https://myanimelist.net/anime/51/Tenshi_Kinryouku
52,Kidou Tenshi Angelic Layer,"12-year-old Misaki Suzuhara has just gotten involved in Angelic Layer, a battling game using electronic dolls called angels. Even as a newbie, Misaki shows advanced skills as she meets new friends and enters Angelic Layer tournaments to fight the greatest Angelic Layer champions of the nation.","['Sci-Fi', 'Comedy', 'Sports', 'Drama', 'Shounen']","Apr 1, 2001 to Sep 23, 2001",26,47747,1957,2549,7.3,https://cdn.myanimelist.net/images/anime/6/23379.jpg,https://myanimelist.net/anime/52/Kidou_Tenshi_Angelic_Layer
53,Ai Yori Aoshi,"Kaoru Hanabishi, a college student who lives alone, met a beautiful but bewildered girl dressed in a kimono at a train station. He volunteered to guide her way to the address she was looking for, which happened to be in his neighborhood, but turned out to be an empty lot. Not knowing what to do next, Kaoru invited the devastated girl to his apartment and asked for any additional clues to her destination. She supplied him with a photo of two children whom Kauru immediately identified as himself and Aoi Sakuraba, his childhood friend. It turned out that the girl in front of him is Aoi Sakuraba herself, his betrothed fiancee who came all the way to Tokyo to marry him. Her revelation was not only surprising but also reminded the deepest part of Kaoru's memory for why he left the Hanabishi family in the first place.","['Harem', 'Slice of Life', 'Comedy', 'Drama', 'Romance']","Apr 11, 2002 to Sep 26, 2002",24,86443,1251,3027,7.18,https://cdn.myanimelist.net/images/anime/7/10172.jpg,https://myanimelist.net/anime/53/Ai_Yori_Aoshi
54,Appleseed (Movie),"Growing out of the chaos of a global war, the city of Utopia is populated by humans and bioroids (artificial humans). On the surface, everything is harmonious, but tensions lurk. Into this seemingly perfect society comes a survivor of the wars, Deunan Knute, who carries a legacy that will turn out to be of critical importance to the future of humanity.  
 
(Source: ANN) 
","['Action', 'Military', 'Sci-Fi', 'Police', 'Drama', 'Mecha', 'Shounen']","Apr 17, 2004",1,60564,1656,3119,7.16,https://cdn.myanimelist.net/images/anime/9/57231.jpg,https://myanimelist.net/anime/54/Appleseed_Movie
55,Arc the Lad,"The story follows Elk, a bounty hunter in some strange futuristic world. On this world archaic but advanced technology exists side by side with primitive attitudes, beasts and magic. In other words it's got a bit of everything. It also has an evil conspiracy who are able to produce powerful monsters called chimera, who can also appear as human. Naturally it is not long before Elk has rescued a young female beast-master and gained himself some serious enemies.  
 
(Source: ANN)","['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi']","Apr 5, 1999 to Sep 11, 1999",26,13143,3864,5692,6.57,https://cdn.myanimelist.net/images/anime/3/49041.jpg,https://myanimelist.net/anime/55/Arc_the_Lad
56,Avenger,"Mars has been colonized and is a world where children have been replaced by robot servants known as ""dolls."" Layla is a skilled fighter with a tragic past who travels about the world. Her companions are Nei, a strange and unique doll with some unknown ties to Layla, and Speedy, who is a doll breeder. The founders of Mars see the trio as a threat to their world, and each time they attack Layla and Nei a bit more of their mysterious past and future is revealed.","['Adventure', 'Fantasy', 'Sci-Fi', 'Shounen']","Oct 2, 2003 to Dec 25, 2003",13,14838,3672,8491,5.95,https://cdn.myanimelist.net/images/anime/13/19921.jpg,https://myanimelist.net/anime/56/Avenger
57,Beck,"Fourteen-year-old Yukio ""Koyuki"" Tanaka is a dispirited young boy with no goals in life. However, this all changes when Koyuki saves a strange-looking dog named Beck from being harassed by a group of local kids. The dog's owner, 16-year-old Ryuusuke ""Ray"" Minami, is an emerging guitarist and the former member of a popular rock band.  
 
After Koyuki meets Ray again in a diner, the older boy leads him to his former band's meeting place and dazzles Koyuki with his amazing guitar skills. Slowly becoming interested in the glamour of western rock culture, Koyuki decides to start playing the guitar while helping Ray achieve his dream of leading the ultimate rock band. Together with Ray's younger sister Maho and a few other members, the two boys launch their career into the world of rock by forming a band called BECK.  Beck  follows the group's struggles and successes as they spread their fame across Japan. 
 
[Written by MAL Rewrite]","['Comedy', 'Drama', 'Music', 'Shounen', 'Slice of Life']","Oct 7, 2004 to Mar 31, 2005",26,217764,489,190,8.35,https://cdn.myanimelist.net/images/anime/11/11636.jpg,https://myanimelist.net/anime/57/Beck
58,Blue Gender,"Blue Gender  takes place in the not too distant future in a world where things have gone terribly wrong for humanity. Humans have been replaced at the top of the food chain by the Blue, a race of bug-like aliens that have colonized Earth and pushed humans aside. A space station, Second Earth, has been constructed as a safe haven for humans, with the hope of one day reclaiming the Earth once more. 
 
Yuji Kaido was cryogenically frozen, having been suffering from a disease known as B-Cells. Once awakened, he joins a team of soldiers that have come to Earth to extract him. Unfortunately, nothing goes according to plan as they make their way back to Second Earth. 
 
Yuji will have to deal with the horrors of fighting a bloody war as he and the fighters from Second Earth look to survive. Will they be able to win back Earth without losing their humanity?","['Adventure', 'Romance', 'Mecha', 'Military', 'Sci-Fi', 'Horror', 'Space', 'Drama']","Oct 8, 1999 to Mar 31, 2000",26,58441,1699,3372,7.1,https://cdn.myanimelist.net/images/anime/1/2023.jpg,https://myanimelist.net/anime/58/Blue_Gender
59,Chobits,"When computers start to look like humans, can love remain the same? 
 
Hideki Motosuwa is a young country boy who is studying hard to get into college. Coming from a poor background, he can barely afford the expenses, let alone the newest fad: Persocoms, personal computers that look exactly like human beings. One evening while walking home, he finds an abandoned Persocom. After taking her home and managing to activate her, she seems to be defective, as she can only say one word, ""Chii,"" which eventually becomes her name. Unlike other Persocoms, however, Chii cannot download information onto her hard drive, so Hideki decides to teach her about the world the old-fashioned way, while studying for his college entrance exams at the same time. 
 
Along with his friends, Hideki tries to unravel the mystery of Chii, who may be a ""Chobit,"" an urban legend about special units that have real human emotions and thoughts, and love toward their owner. But can romance flourish between a Persocom and a human?  
 
[Written by MAL Rewrite]","['Sci-Fi', 'Comedy', 'Drama', 'Romance', 'Ecchi', 'Seinen']","Apr 3, 2002 to Sep 25, 2002",26,356642,260,1754,7.49,https://cdn.myanimelist.net/images/anime/4/24648.jpg,https://myanimelist.net/anime/59/Chobits
60,Chrno Crusade,"The 1920s was a decade of great change and upheaval, with monstrous demons appearing across America. To combat this menace, the holy organization known as the Order of Magdalene was established. The organization's New York branch is home to the young and reckless Sister Rosette Christopher, as well as her partner Chrno. Tasked with the extermination of demonic threats, the renowned team is excellent at their job, despite causing extensive collateral damage on their missions. 
 
However, both Rosette and Chrno are driven by their dark pasts. Through exterminating demons, Rosette hopes to find her lost brother Joshua who was taken by the sinner and demon, Aion, with whom Chrno also shares a bloody history. The two of them must fight off the increasingly dangerous demonic menace and discover its source, while continuing to search for the truth behind Joshua's disappearance. 
 
[Written by MAL Rewrite]","['Action', 'Demons', 'Historical', 'Romance', 'Shounen', 'Supernatural']","Nov 25, 2003 to Jun 10, 2004",24,182796,593,1069,7.73,https://cdn.myanimelist.net/images/anime/13/14141.jpg,https://myanimelist.net/anime/60/Chrno_Crusade
60,Chrno Crusade,"The 1920s was a decade of great change and upheaval, with monstrous demons appearing across America. To combat this menace, the holy organization known as the Order of Magdalene was established. The organization's New York branch is home to the young and reckless Sister Rosette Christopher, as well as her partner Chrno. Tasked with the extermination of demonic threats, the renowned team is excellent at their job, despite causing extensive collateral damage on their missions. 
 
However, both Rosette and Chrno are driven by their dark pasts. Through exterminating demons, Rosette hopes to find her lost brother Joshua who was taken by the sinner and demon, Aion, with whom Chrno also shares a bloody history. The two of them must fight off the increasingly dangerous demonic menace and discover its source, while continuing to search for the truth behind Joshua's disappearance. 
 
[Written by MAL Rewrite]","['Action', 'Demons', 'Historical', 'Romance', 'Shounen', 'Supernatural']","Nov 25, 2003 to Jun 10, 2004",24,182751,593,1069,7.73,https://cdn.myanimelist.net/images/anime/13/14141.jpg,https://myanimelist.net/anime/60/Chrno_Crusade
61,D.N.Angel,"Daisuke Niwa is a clumsy, block-headed, and wimpy middle school student who has few redeeming qualities. On his 14th birthday, he finally decides to confess his love to his longtime crush Risa Harada, but is rejected.  
 
In an unexpected turn of events, however, Daisuke finds himself transforming into Dark Mousy, the infamous phantom thief, whenever his mind is set on Risa. Though Daisuke is unaware of this strange heritage, his mother is certainly not: since before the boy was born, his mother had been planning for him to steal valuable works of art and let the name of the elusive art thief be known. 
 
With doubt and confusion constantly clouding his mind, Daisuke finds himself struggling in his relationships with classmates and family. And it is not long before Daisuke realizes that he is not the only one with a fated family legacy—his greatest adversary could be the one classmate he is most unwilling to fight.  
 
[Written by MAL Rewrite]","['Action', 'Comedy', 'Magic', 'Romance', 'Fantasy', 'School', 'Shoujo']","Apr 3, 2003 to Sep 25, 2003",26,155094,716,2610,7.28,https://cdn.myanimelist.net/images/anime/6/73938.jpg,https://myanimelist.net/anime/61/DNAngel
62,D.C.: Da Capo,"Every year the flowers bloom. Mysterious Cherry Blossoms blooming all over a crescent shaped island. That island is the island of Hatsune... 
 
The main character who goes to Kazami Academy, Asakura Junnichi, has the power to see the dreams of other people in his sleep. He was also taught magic by an old lady that allows him to create sweets. 
 
One day, Junnichi seems to have seen someone's dream again while he was sleeping. Inside that dream, a girl who was a childhood friend of his appeared. But, he was woken up by his sister Asakura Nemu, forcing him to come back to his regular life. Nemu doesn't actually have any blood relation to Junnichi but their bond is deeper than other real brothers and sisters. So deep that it gives the illusion that they're lovers. 
 
It was another peaceful normal day waking up early in the morning and going to Kazami Academy. Together with childhood friend Amakase Miharu, the academy idol Shirakawa Kotori, the two sisters Mizukoshi Moe and Mako who prefer eating nabe on the school roof for lunch. Going through their day as usual, their childhood friend, Yoshino Sakura, who they thought had moved to America suddenly appears. It was a surprise for Junnichi and Nemu. Sakura tells them, ""I came to finish the promise we made during our childhood""... 
 
(Source: AnimeNfo and AniDB) ","['Harem', 'Drama', 'Magic', 'Romance']","Jul 5, 2003 to Dec 27, 2003",26,62448,1620,4445,6.83,https://cdn.myanimelist.net/images/anime/4/73936.jpg,https://myanimelist.net/anime/62/DC__Da_Capo
63,DearS,"One year ago, a UFO containing 150 aliens crash-landed off the shores of Kasai. Because no one could fix their ship, the Japanese Government decided to bestow upon them the designation ""DearS"" and make them into Japanese citizens, teaching them the language, customs, and culture of Japan. However, in order for them to become more familiar with human society, a home-stay program has been enacted to allow them to mingle with other humans. 
 
One misty morning, a truck carrying a capsule that housed one of these aliens ends up dropping it into the riverbank, releasing her from her confinement. She is eventually found by a high school student named Takeya Ikuhara, who saves her from being hit by a truck and takes pity on her, despite being extremely distrustful of their race and wanting nothing to do with them. Upon being named Ren, she imprints upon him as her ""Master"" and serves as his personal ""Slave,"" leaving him with a ""DearS"" who wants to remain with him no matter what and bringing his ordinary, alien-free days to an end.","['Sci-Fi', 'Harem', 'Comedy', 'Romance', 'Ecchi', 'Shounen']","Jul 11, 2004 to Sep 26, 2004",12,117507,954,5073,6.7,https://cdn.myanimelist.net/images/anime/7/23426.jpg,https://myanimelist.net/anime/63/DearS
64,Rozen Maiden,"Traumatized by school, Jun Sakurada spends his days at home as a shut-in, purchasing things online, only to send them back before the free trial period ends. So when a note appears on his desk, asking whether or not he would wind something, he assumes it was something he ordered and carelessly circles ""yes,"" changing his life forever. 
  
A box arrives with a wind up doll inside, but this is no ordinary toy: after Jun winds her up, she begins walking and talking as if a normal person. With a haughty attitude, she introduces herself as Shinku, the fifth doll in the Rozen Maiden collection, a group of special dolls made by the legendary dollmaker Rozen. These sisters must battle each other in a competition called the Alice Game with the help of a human to ensure victory. The winner becomes Alice, a real girl who is worthy of meeting their creator. 
 
As more sentient dolls end up taking residence in Jun's house, and a foe from Shinku's past makes her appearance, Jun's life becomes far more complicated than he ever thought possible. 
 
[Written by MAL Rewrite]","['Action', 'Comedy', 'Drama', 'Magic', 'Seinen']","Oct 8, 2004 to Dec 24, 2004",12,163096,678,1735,7.5,https://cdn.myanimelist.net/images/anime/2/15728.jpg,https://myanimelist.net/anime/64/Rozen_Maiden
65,Rozen Maiden: Träumend,"As the story of  Rozen Maiden  closes, a new chapter begins in  Rozen Maiden: Träumend . Shinku and the other sentient dolls of the Rozen Maiden collection are living life as usual at Jun Sakurada's house. Having settled into his role as Shinku's partner in the deadly Alice Game, Jun overcomes his former fears and prepares to return to school. And although Shinku and the other dolls idly pass the days by in the comfort of Jun's home, dark times lie ahead as a new foe presents herself: Barasuishou, the seventh Rozen Maiden. 
 
But Barasuishou is a mystery even to her sisters, none of whom have ever laid eyes on her until now. Shinku considers this a sign that the Alice Game is coming to an end, meaning the dolls will soon be forced to fight one another. Haunted by the upcoming battle and nightmares concerning another doll, Shinku begins distancing herself from the others. If she wishes to claim victory, it will come at a high cost—the lives of her sisters. 
 
[Written by MAL Rewrite]","['Action', 'Comedy', 'Drama', 'Magic', 'Seinen']","Oct 21, 2005 to Jan 27, 2006",12,87915,1225,1137,7.71,https://cdn.myanimelist.net/images/anime/4/10242.jpg,https://myanimelist.net/anime/65/Rozen_Maiden__Tr%C3%A4umend
66,Azumanga Daioh,"Chiyo Mihama begins her high school career as one of the strangest students in her freshman class—a tiny, 10-year-old academic prodigy with a fondness for plush dolls and homemade cooking. But her homeroom teacher, Yukari Tanizaki, is the kind of person who would hijack a student's bike to avoid being late, so ""strange"" is a relative word. 
 
There certainly isn't a shortage of peculiar girls in Yukari-sensei's homeroom class. Accompanying Chiyo are students like Tomo Takino, an energetic tomboy with more enthusiasm than brains; Koyomi Mizuhara, Tomo's best friend whose temper has a fuse shorter than Chiyo; and Sakaki, a tall, athletic beauty whose intimidating looks hide a gentle personality and a painful obsession with cats. In addition, transfer student Ayumu Kasuga, a girl with her head stuck in the clouds, fits right in with the rest of the girls—and she has a few interesting theories about Chiyo's pigtails! 
 
Together, this lovable group of girls experience the ups and downs of school life, their many adventures filled with constant laughter, surreal absurdity, and occasionally even touching commentary on the bittersweet, temporal nature of high school. 
 
[Written by MAL Rewrite]","['Slice of Life', 'Comedy', 'School']","Apr 9, 2002 to Oct 1, 2002",26,231367,450,540,8.02,https://cdn.myanimelist.net/images/anime/1/66.jpg,https://myanimelist.net/anime/66/Azumanga_Daioh
67,Basilisk: Kouga Ninpou Chou,"For centuries, the Iga and Kouga ninja clans have engaged in a bitter war. But when a ceasefire is ordered by the powerful warlord Ieyasu Tokugawa, the two clans are forced to put down their arms. 
 
Years later, Gennosuke Kouga, heir of the Kouga clan, and Oboro Iga, heir of the Iga clan, have fallen in love. Through marriage, both heirs aim to bring peace to the clans. But their hopes are dashed when flames of rivalry between their clans are reignited, and they are dragged into another war. 
 
Ieyasu's two grandsons have both claimed to be the next heir to the shogunate. To resolve this dispute, both the Kouga and Iga are ordered to send their 10 best warriors to fight in a bloody battle royale, with each clan representing one of the potential shogunate heirs. Two scrolls with the names of the fighters are given and are to be marked in blood upon the given fighter's death. The prize for winning is the favor of the Tokugawa shogunate for a thousand years. Torn between their love for each other and duty to their clans, Gennosuke and Oboro must ultimately decide the fate of their clans. 
 
[Written by MAL Rewrite]","['Action', 'Adventure', 'Historical', 'Supernatural', 'Romance', 'Samurai', 'Fantasy']","Apr 13, 2005 to Sep 21, 2005",24,141885,784,1320,7.63,https://cdn.myanimelist.net/images/anime/11/6793.jpg,https://myanimelist.net/anime/67/Basilisk__Kouga_Ninpou_Chou
68,Black Cat,"Completing every job with ruthless accuracy, Train Heartnet is an infamous assassin with no regard for human life. Donning the moniker ""Black Cat"" in the underground world, the elite killer works for the powerful secret organization known only as Chronos. 
 
One gloomy night, the blasé gunman stumbles upon Saya Minatsuki, an enigmatic bounty hunter, and soon develops an odd friendship with her. Influenced by Saya's positive outlook on life, Train begins to rethink his life. Deciding to abandon his role as the Black Cat, he instead opts to head down a virtuous path as an honest bounty hunter. However, Chronos—and particularly Creed Diskenth, Train's possessive underling—is not impressed with Train's sudden change of heart and vows to resort to extreme measures in order to bring back the emissary of bad luck. 
 
This assassin turned ""stray cat"" can only wander so far before the deafening sound of gunfire rings out. 
 
[Written by MAL Rewrite]","['Adventure', 'Comedy', 'Sci-Fi', 'Shounen', 'Super Power']","Oct 7, 2005 to Mar 31, 2006",23,206699,525,1888,7.45,https://cdn.myanimelist.net/images/anime/7/4197.jpg,https://myanimelist.net/anime/68/Black_Cat
69,Cluster Edge,"Cluster Edge Academy isn't just any school; it's THE school, where the offspring of the elite come together to prepare for their roles running a world where artificial soldiers and religious sects are major factors in the battle for total control. Which may be part of why new transfer student Agate Fluorite doesn't quite seem to fit in. It's not just that Agate's enthusiastic attitude stands out among the somber, brooding balance of the student body. There's something about him that demands notice, even from jaded honors students like Beryl Jasper, and from the moment of arrival he's been at the center of a series of mysteries that not even Agate understands. Because Agate's not just another student, he's part of a something so momentous, and dangerous, that the world that built Cluster Edge may not survive its passing.  
 
(Source: Sentai Filmworks) ","['Action', 'Fantasy', 'Military', 'Sci-Fi']","Oct 5, 2005 to Mar 29, 2006",25,8491,4637,6382,6.43,https://cdn.myanimelist.net/images/anime/6/15228.jpg,https://myanimelist.net/anime/69/Cluster_Edge
71,Full Metal Panic!,"Equipped with cutting-edge weaponry and specialized troops, a private military organization named Mithril strives to extinguish the world's terrorism and all threats to peace on earth. The organization is powered by the ""Whispered,"" individuals who possess intuitive knowledge and the remarkable ability to create powerful devices and machinery. 
 
Seventeen-year-old Sousuke Sagara, a sergeant working for Mithril, has been assigned to protect Kaname Chidori, a Whispered candidate. He is ordered to join her high school class and be as close to her as possible to prevent her from falling into enemy hands—that is, if he can safely blend in with their fellow classmates without revealing his true identity. 
 
Sousuke, who was raised on a battlefield and has very little knowledge of an average high school student's lifestyle, must adapt to a normal school life to safeguard Kaname. However, enemy forces have already begun making their move, and Sousuke is about to find out that the adversary coming for the Whispered girl may be a lot more familiar than he expects. 
 
[Written by MAL Rewrite]","['Action', 'Military', 'Sci-Fi', 'Comedy', 'Mecha']","Jan 8, 2002 to Jun 18, 2002",24,366816,244,1095,7.72,https://cdn.myanimelist.net/images/anime/2/75259.jpg,https://myanimelist.net/anime/71/Full_Metal_Panic
71,Full Metal Panic!,"Equipped with cutting-edge weaponry and specialized troops, a private military organization named Mithril strives to extinguish the world's terrorism and all threats to peace on earth. The organization is powered by the ""Whispered,"" individuals who possess intuitive knowledge and the remarkable ability to create powerful devices and machinery. 
 
Seventeen-year-old Sousuke Sagara, a sergeant working for Mithril, has been assigned to protect Kaname Chidori, a Whispered candidate. He is ordered to join her high school class and be as close to her as possible to prevent her from falling into enemy hands—that is, if he can safely blend in with their fellow classmates without revealing his true identity. 
 
Sousuke, who was raised on a battlefield and has very little knowledge of an average high school student's lifestyle, must adapt to a normal school life to safeguard Kaname. However, enemy forces have already begun making their move, and Sousuke is about to find out that the adversary coming for the Whispered girl may be a lot more familiar than he expects. 
 
[Written by MAL Rewrite]","['Action', 'Military', 'Sci-Fi', 'Comedy', 'Mecha']","Jan 8, 2002 to Jun 18, 2002",24,366930,244,1094,7.72,https://cdn.myanimelist.net/images/anime/2/75259.jpg,https://myanimelist.net/anime/71/Full_Metal_Panic
72,Full Metal Panic? Fumoffu,"It's back-to-school mayhem with Kaname Chidori and her war-freak classmate Sousuke Sagara as they encounter more misadventures in and out of Jindai High School. But when Kaname gets into some serious trouble, Sousuke takes the guise of Bonta-kun—the gun-wielding, butt-kicking mascot. And while he struggles to continue living as a normal teenager, Sousuke also has to deal with protecting his superior officer Teletha Testarossa, who has decided to take a vacation from Mithril and spend a couple of weeks as his and Kaname's classmate. 
 
(Source: ANN)","['Action', 'Comedy', 'School']","Aug 26, 2003 to Oct 18, 2003",12,230437,452,426,8.12,https://cdn.myanimelist.net/images/anime/4/75260.jpg,https://myanimelist.net/anime/72/Full_Metal_Panic_Fumoffu
73,Full Metal Panic! The Second Raid,"After overcoming various tumultuous events, mercenary sergeant Sousuke Sagara of Mithril and ""Whispered"" school girl Kaname Chidori return to their normal high school lives. Sousuke continues his efforts to assimilate with the civilian population and manage his mission at the same time, while Kaname attempts to support his endeavors (even though his antics often drive her up a wall).  
 
However, as their lives calm, new problems begin to appear. The appearance of an independent terrorist organization  known as Amalgam and internal conflicts within Mithril threaten to wreak unity into a series of failures and betrayals. And new, powerful Arm Slave models only worsen the situation when the world's peace is at stake.  
 
As Kaname and Sousuke face their own inner battles amidst life-threatening fights, will they be able to make the right choices and change their future? 
 
[Written by MAL Rewrite]","['Action', 'Military', 'Mecha']","Jul 14, 2005 to Oct 20, 2005",13,207982,520,559,8.01,https://cdn.myanimelist.net/images/anime/11/75261.jpg,https://myanimelist.net/anime/73/Full_Metal_Panic_The_Second_Raid
74,Gakuen Alice,"Mikan Sakura is a normal 10-year-old girl. Optimistic, energetic, and overall a very sweet child, Mikan is the complete opposite of the aloof, intelligent, and somewhat cold-hearted, Hotaru Imai. Despite their glaring differences, the two girls have been best friends for a very long time. So when Hotaru suddenly transfers to Alice Academy, a prestigious school in the city, her best friend is devastated—especially when she hears of the horrible rumors regarding the academy's harsh treatment of students. Beset with worry, Mikan runs away to see her best friend! 
 
Upon her arrival, Mikan learns of ""Alices,"" individuals gifted with various supernatural abilities, and that the school is an institution built by the government to train and protect them. Discovering that she has her own unique powers, Mikan enrolls in the academy, and, after a lot of trouble, finally reunites with Hotaru. 
 
 Gakuen Alice  is a heartwarming comedy that follows Mikan and her friends' adventures in the academy, as well as their attempt to uncover the mysteries surrounding the problematic, fire-wielding student Natsume Hyuuga. 
 
[Written by MAL Rewrite]","['Comedy', 'School', 'Shoujo', 'Super Power']","Oct 30, 2004 to May 14, 2005",26,71136,1477,1074,7.73,https://cdn.myanimelist.net/images/anime/4/18118.jpg,https://myanimelist.net/anime/74/Gakuen_Alice
75,Soukyuu no Fafner: Dead Aggressor,"Tatsumiyajima is the central island in the middle of a small cluster of islands, in a sleepy backwater of the Japanese isles. Not much happens there, and the island's young people go to school knowing that their lives are likely to remain peaceful and undisturbed. Or so they have been taught... but the truth is different. The fate of mankind is on the line, and Tatsumiyajima is the last line of defense against a hostile and incomprehensible enemy. At the center of it all, fighting for Humanity's continued existence, is the giant robot Fafner, the dragon that guards this final treasure of mankind. 
 
(Source: ANN)","['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']","Jul 5, 2004 to Dec 27, 2004",25,36949,2280,2388,7.34,https://cdn.myanimelist.net/images/anime/3/50365.jpg,https://myanimelist.net/anime/75/Soukyuu_no_Fafner__Dead_Aggressor
76,Mahou Shoujo Lyrical Nanoha,"Nanoha Takamachi, an ordinary third-grader who enjoys spending time with her family and friends, rescues an injured ferret that she had dreamed about the night before. The next day, the ferret cries out to her telepathically, asking Nanoha to save him. The ferret reveals himself to be Yuuno Scrya, a mage from another world who is trying to collect the dangerous 21 Jewel Seeds that he accidentally scattered across the world. He enlists Nanoha's help, gifting her the magical wand Raising Heart, and teaches her how to become a powerful mage. 
 
Days later, after reclaiming a few of the Jewel Seeds, another mage appears: Fate Testarossa. Stronger than Nanoha, Fate refuses to divulge her reasons in trying to collect the Jewel Seeds. Nanoha senses a melancholy in her eyes, but Fate refuses to communicate. Directed by Akiyuki Shinbo,  Mahou Shoujo Lyrical Nanoha  is a story about the clash of emotions when goals collide. 
 
[Written by MAL Rewrite]","['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']","Oct 3, 2004 to Dec 26, 2004",13,81877,1325,1834,7.47,https://cdn.myanimelist.net/images/anime/7/6770.jpg,https://myanimelist.net/anime/76/Mahou_Shoujo_Lyrical_Nanoha
77,Mahou Shoujo Lyrical Nanoha A's,"After the events of the Lost Logia case, Nanoha waits patiently for the day she can reunite with her newfound friend, Fate. Although being an exceptionally powerful mage, Nanoha spends her days normally with her friends on Earth. But peace is once again suddenly shattered, as Nanoha is without warning attacked by a powerful mage. A group of violent mages have been attacking anything with magic power for their own goals. Nanoha and Fate, along with their friends Yuuno, Arf, Chrono and the Space/Time Administration Bureau must once more band together to stop these renegade mages from hurting anyone or anything else. Takes place after the first season of Lyrical Nanoha.","['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']","Oct 2, 2005 to Dec 25, 2005",13,52796,1825,523,8.04,https://cdn.myanimelist.net/images/anime/4/6767.jpg,https://myanimelist.net/anime/77/Mahou_Shoujo_Lyrical_Nanoha_As
79,Shuffle!,"In present times, Gods and Demons coexist together with Humans after the door between each of these worlds had opened. Tsuchimi Rin is a normal young high school student attending Verbena Academy, spending his days living peacefully with his childhood friend Kaede. Unexpectedly, one day the King of Gods, the King of Demons and their families move into be Rin's next door neighbors. Apparently the daughter of the Gods, Sia, and the daughter of the demons, Nerine, are both deeply in love with Rin after having met him in the past. Along with his playful friendship with upperclassmen Asa and his encounter with the silent but cute Primula, Rin has much on his hands dealing with the affections of each of these girls. Based on the eroge by Navel.","['Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Seinen']","Jul 8, 2005 to Jan 6, 2006",24,216621,496,3054,7.18,https://cdn.myanimelist.net/images/anime/10/19622.jpg,https://myanimelist.net/anime/79/Shuffle
